URL,PART_NO,ADAPTABLE_FOR,ORIG_PART_NO
https://www.industriehof.com/en/catalogue/c12/c182/c3562/c3632/a50.0013/,50.0013,Unia,1117611500
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-213/,656-213,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-215/,656-215,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-216/,656-216,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-211/,656-211,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-217/,656-217,,
https://www.industriehof.com/en/catalogue/c1/c1313/c1317/aRH91L/,rh91l,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c852/a656-218/,656-218,,
https://www.industriehof.com/en/catalogue/c1/c2/c212/aRH-68-CR/,rh-68-cr,"Howard, Kongskilde","73000185598V, 73000185598V"
https://www.industriehof.com/en/catalogue/c13/c82/c859/c865/a656-222/,656-222,,
https://www.industriehof.com/en/catalogue/c13/c82/c859/c865/a656-221/,656-221,,
https://www.industriehof.com/en/catalogue/c13/c82/c859/c865/a656-228/,656-228,,
https://www.industriehof.com/en/catalogue/c1/c2/c212/aRH-68-CL/,rh-68-cl,"Howard, Kongskilde","73000185599V, 73000185599V"
https://www.industriehof.com/en/catalogue/c1/c1313/c1317/aRH91R/,rh91r,,
https://www.industriehof.com/en/catalogue/c1/c2/c217/aRH-68-CL/,rh-68-cl,"Howard, Kongskilde","73000185599V, 73000185599V"
https://www.industriehof.com/en/catalogue/c1/c2/c217/aRH-68-CR/,rh-68-cr,"Howard, Kongskilde","73000185598V, 73000185598V"
https://www.industriehof.com/en/catalogue/c13/c82/c877/c879/a656-232/,656-232,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-241/,656-241,,
https://www.industriehof.com/en/catalogue/c2/c10/c324/aHOW-64R/,how-64r,"Howard, Kongskilde","73000186316V, 73000186316V"
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-242/,656-242,,
https://www.industriehof.com/en/catalogue/c2/c10/c324/aHOW-64L/,how-64l,"Howard, Kongskilde","73000186315V, 73000186315V"
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-243/,656-243,,
https://www.industriehof.com/en/catalogue/c13/c82/c83/c87/a656-243E/,656-243e,,
https://www.industriehof.com/en/catalogue/c2/c10/c328/aHOW-64L/,how-64l,"Howard, Kongskilde","73000186315V, 73000186315V"
https://www.industriehof.com/en/catalogue/c2/c10/c328/aHOW-64R/,how-64r,"Howard, Kongskilde","73000186316V, 73000186316V"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2015/a101.IND-759/,101.ind-759,Kverneland,RF00763
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-244/,656-244,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-246/,656-246,,
https://www.industriehof.com/en/catalogue/c13/c82/c1029/c1033/c1044/a656-244/,656-244,Fendt,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-247/,656-247,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2020/a101.IND-2022R/,101.ind-2022r,Dal-Bo,76267
https://www.industriehof.com/en/catalogue/c9/c4160/c4176/a101.EXT-1123/,101.ext-1123,CNH,87460070
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2020/a101.IND-2022L/,101.ind-2022l,Dal-Bo,76266
https://www.industriehof.com/en/catalogue/c5/c136/c1158/a30-101-29/,30-101-29,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-248/,656-248,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-249/,656-249,,
https://www.industriehof.com/en/catalogue/c13/c82/c83/c87/a656-248E/,656-248e,,
https://www.industriehof.com/en/catalogue/c5/c136/c1158/a30-101-30/,30-101-30,,
https://www.industriehof.com/en/catalogue/c13/c82/c880/c887/a656-251/,656-251,,
https://www.industriehof.com/en/catalogue/c8/c158/c3189/c3634/a31-0987/,31-0987,"Väderstad, Forges de Niaux",473561
https://www.industriehof.com/en/catalogue/c4/c3088/c3618/a101.UNI-01/,101.uni-01,,
https://www.industriehof.com/en/catalogue/c8/c158/c3189/c3634/a31-0988/,31-0988,"Väderstad, Forges de Niaux",473562
https://www.industriehof.com/en/catalogue/c13/c82/c880/c887/a656-252/,656-252,,
https://www.industriehof.com/en/catalogue/c13/c82/c880/c887/a656-253/,656-253,,
https://www.industriehof.com/en/catalogue/c2/c10/c345/aMSA-16R/,msa-16r,Massano,
https://www.industriehof.com/en/catalogue/c13/c82/c2715/c2716/a656-257/,656-257,,
https://www.industriehof.com/en/catalogue/c13/c82/c2715/c2716/a656-258/,656-258,,
https://www.industriehof.com/en/catalogue/c5/c59/c565/a1000STE.1/,1000ste.1,"Doublet-Record, Kverneland, Väderstad, BBG, Kerner, Evers Agro","0042-612-00, KW111099032, 400975, 960954 / HC210, 005150, 99041"
https://www.industriehof.com/en/catalogue/c13/c82/c2715/c2716/a656-256/,656-256,,
https://www.industriehof.com/en/catalogue/c5/c59/c1160/a1000STE.1/,1000ste.1,"Doublet-Record, Kverneland, Väderstad, BBG, Kerner, Evers Agro","0042-612-00, KW111099032, 400975, 960954 / HC210, 005150, 99041"
https://www.industriehof.com/en/catalogue/c5/c59/c574/a1000STE.1/,1000ste.1,"Doublet-Record, Kverneland, Väderstad, BBG, Kerner, Evers Agro","0042-612-00, KW111099032, 400975, 960954 / HC210, 005150, 99041"
https://www.industriehof.com/en/catalogue/c13/c82/c1029/c1030/c2579/a656-259/,656-259,"Case, McCormick",
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2016/c2550/a101.IND-1952/,101.ind-1952,"Köckerling, Köckerling Allrounder",", 905238"
https://www.industriehof.com/en/catalogue/c4/c126/c1818/a200-PWV-0405ML/,200-pwv-0405ml,Bourgault,
https://www.industriehof.com/en/catalogue/c13/c82/c894/c896/a656-261/,656-261,,
https://www.industriehof.com/en/catalogue/c4/c131/c810/a10.1380/,10.1380,,
https://www.industriehof.com/en/catalogue/c13/c82/c1029/c1030/c2579/a656-260/,656-260,"Case, McCormick",
https://www.industriehof.com/en/catalogue/c13/c82/c1029/c2437/c2584/a656-259/,656-259,"Case, McCormick",
https://www.industriehof.com/en/catalogue/c13/c82/c1029/c2437/c2584/a656-260/,656-260,"Case, McCormick",
https://www.industriehof.com/en/catalogue/c13/c82/c894/c896/a656-263/,656-263,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2016/c2550/a10.1048/,10.1048,"Amazone, Köckerling, Väderstad, Köckerling Allrounder, Köckerling Quadro-Triomix","78104759, 903476, , 903476, 903476"
https://www.industriehof.com/en/catalogue/c7/c149/c2105/c2130/a70-356/,70-356,"Frasto, Marmix, Storti","16800066, 1000 0045, 16800066"
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-272/,656-272,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2016/c2552/a10.1048/,10.1048,"Amazone, Köckerling, Väderstad, Köckerling Allrounder, Köckerling Quadro-Triomix","78104759, 903476, , 903476, 903476"
https://www.industriehof.com/en/catalogue/c8/c2083/c3102/a101.317011/,101.317011,Lemken,353 8735 / 35310047
https://www.industriehof.com/en/catalogue/c8/c2083/c3102/a101.317001/,101.317001,Lemken,353 8734 / 35310046
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-270/,656-270,,
https://www.industriehof.com/en/catalogue/c8/c153/c1301/c2755/a31-261040/,31-261040,"Kuhn, Grégoire Besson","117105, 851000898"
https://www.industriehof.com/en/catalogue/c3/c12/c2300/a63-CSM-03/,63-csm-03,"Cosma, Assaloni",", 191100126"
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-273/,656-273,,
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3062/a656-276/,656-276,,
https://www.industriehof.com/en/catalogue/c8/c2083/c3102/a101.317501/,101.317501,,
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3062/a656-278/,656-278,,
https://www.industriehof.com/en/catalogue/c8/c159/c2089/c3286/a31-0995/,31-0995,"Kuhn, Huard, Forges de Niaux","110029, 110029"
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3062/a656-277/,656-277,,
https://www.industriehof.com/en/catalogue/c8/c159/c2089/c3287/a31-0995/,31-0995,"Kuhn, Huard, Forges de Niaux","110029, 110029"
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3063/a656-275/,656-275,,
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3063/a656-279/,656-279,,
https://www.industriehof.com/en/catalogue/c8/c2083/c2781/c2789/a31-0770/,31-0770,,
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3063/a656-281/,656-281,,
https://www.industriehof.com/en/catalogue/c8/c2083/c3102/a101.317511/,101.317511,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-340/,656-340,,
https://www.industriehof.com/en/catalogue/c8/c158/c3189/c3636/a31-212CI-C336/,31-212ci-c336,"Clemens, Forges de Niaux",CW650.015800
https://www.industriehof.com/en/catalogue/c7/c149/c2105/c2144/a70-592/,70-592,van Lengerich (BVL),91065
https://www.industriehof.com/en/catalogue/c8/c2083/c2781/c2789/a31-0771/,31-0771,,
https://www.industriehof.com/en/catalogue/c8/c2083/c2537/c2888/a31-0993/,31-0993,"Maschio / Gaspardo, Forges de Niaux",R18127471R
https://www.industriehof.com/en/catalogue/c13/c82/c2507/c3063/a656-280/,656-280,,
https://www.industriehof.com/en/catalogue/c7/c149/c2105/c2807/a70-235/,70-235,"van Lengerich (BVL), Frasto, Logifeed & R.M.H., Luclar, Storti, Walker, Mutti, Peecon, Schuitemaker","79723, 16800040, , , 16800040, , , 960-020-003, 433.0113"
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-341/,656-341,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-440/,656-440,,
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-001/,657-001,,
https://www.industriehof.com/en/catalogue/c13/c82/c866/c875/a656-441/,656-441,,
https://www.industriehof.com/en/catalogue/c3/c1184/c2153/a63-TUR-72/,63-tur-72,"Falc, Quivogne, Bomford, Agrimaster, Noremat, Nicolas, Lagarde, S.M.A., Ferri, Gilbers, Herder, Müthing, Rousseau, Turner, Votex","F 470301, CHA14730, 09.516.01, 3007088, 103075 / 1.45.03.200, 310.17.004, 3562, MT14.15, 0901154, , 9280.2006, MU000507, 5.556.12, , 45.03.200"
https://www.industriehof.com/en/catalogue/c6/c2420/c3611/a31-0999/,31-0999,"Forges de Niaux, Matrot",
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-002/,657-002,,
https://www.industriehof.com/en/catalogue/c6/c2420/c3637/a31-1000/,31-1000,"Moreau, Forges de Niaux",2827
https://www.industriehof.com/en/catalogue/c1/c2/c98/aRH-KVE-15RD/,rh-kve-15rd,"Kverneland, Maletti","MA46010150S, MA46010150S"
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-005/,657-005,,
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-006/,657-006,,
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-003/,657-003,,
https://www.industriehof.com/en/catalogue/c4/c129/c4136/c4258/a1.10.24102/,1.10.24102,,
https://www.industriehof.com/en/catalogue/c13/c82/c855/c857/a657-008/,657-008,,
https://www.industriehof.com/en/catalogue/c9/c4160/c4173/aBSL-01.W/,bsl-01.w,"Struik, Baselier",", FK090041"
https://www.industriehof.com/en/catalogue/c3/c12/c3638/a63-IND-1088/,63-ind-1088,Jupidex,H1806
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-101/,657-101,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-102/,657-102,,
https://www.industriehof.com/en/catalogue/c3/c12/c3638/a63-IND-1081/,63-ind-1081,Jupidex,M4/SL/04
https://www.industriehof.com/en/catalogue/c4/c131/c3849/c3850/a10.1045-7/,10.1045-7,"Kuhn, Väderstad","952262, 419998-1"
https://www.industriehof.com/en/catalogue/c4/c131/c3849/c3850/a101.IND-202/,101.ind-202,"Amazone, Köckerling, Kuhn, Väderstad","78101949, 903474, H2235010, 419996-1"
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-104/,657-104,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-103/,657-103,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-105/,657-105,,
https://www.industriehof.com/en/catalogue/c3/c12/c3638/a63-IND-1082/,63-ind-1082,Jupidex,M5/SL/05
https://www.industriehof.com/en/catalogue/c3/c12/c429/a63-IND-1067/,63-ind-1067,Herder,8.1.104
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-106/,657-106,,
https://www.industriehof.com/en/catalogue/c3/c106/c541/a63-HER-61/,63-her-61,Herder,0023.0726
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-108/,657-108,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-107/,657-107,,
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-109/,657-109,,
https://www.industriehof.com/en/catalogue/c3/c1171/c1178/c1304/a63-HER-61/,63-her-61,Herder,0023.0726
https://www.industriehof.com/en/catalogue/c3/c1182/c1302/aM169348/,m169348,Herder,9150.1600
https://www.industriehof.com/en/catalogue/c7/c149/c2105/c2125/a70-435/,70-435,Kuhn,A5365250 / A5375590
https://www.industriehof.com/en/catalogue/c3/c1182/c1302/a16659318/,16659318,Herder,9100.1602
https://www.industriehof.com/en/catalogue/c1/c3455/c3465/a51-K305.B/,51-k305.b,Kverneland,A137097894
https://www.industriehof.com/en/catalogue/c2/c10/c280/aCEL-58R/,cel-58r,Celli,722574
https://www.industriehof.com/en/catalogue/c4/c133/c804/a1620042/,1620042,,
https://www.industriehof.com/en/catalogue/c3/c12/c4342/a63-FEI-04/,63-fei-04,"Howard, Perugini, Procomas, Ferri, Agricom, Sandri, Sicma (Miglianico), Fendt, Rinieri, Zampini, Energreen, ACMA, Ubaldi, Frontoni","222034000, , , 0901003"
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c3651/a1265812/,1265812,"Amazone / BBG, Bourgault",DA686 / DA744
https://www.industriehof.com/en/catalogue/c11/c181/c989/c991/a1630FR/,1630fr,Frost,50788
https://www.industriehof.com/en/catalogue/c3/c1182/c1302/a30-U-16/,30-u-16,"Kuhn, Herder","80281600, 9205.1700"
https://www.industriehof.com/en/catalogue/c2/c10/c280/aCEL-58R-DURA/,cel-58r-dura,Celli,722574
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c3651/a1280812/,1280812,"Vogel u. Noot, Amazone / BBG, Bourgault","548305, DA943"
https://www.industriehof.com/en/catalogue/c2/c10/c280/aCEL-58L/,cel-58l,Celli,722575
https://www.industriehof.com/en/catalogue/c11/c181/c984/a1635148/,1635148,,
https://www.industriehof.com/en/catalogue/c4/c129/c3821/c3893/c4487/a1.10.1171/,1.10.1171,Steketee,405645 / 41820266
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c3652/a1285812/,1285812,"Dal-Bo, Farmet, Simba","75265, , P16848"
https://www.industriehof.com/en/catalogue/c11/c181/c985/c3400/a10301410/,10301410,Kverneland,KK033006
https://www.industriehof.com/en/catalogue/c2/c10/c280/aCEL-58L-DURA/,cel-58l-dura,Celli,722575
https://www.industriehof.com/en/catalogue/c13/c82/c849/c851/a657-110/,657-110,,
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c3654/a1285812/,1285812,"Dal-Bo, Farmet, Simba","75265, , P16848"
https://www.industriehof.com/en/catalogue/c11/c181/c989/c991/a1640FR/,1640fr,Frost,50790
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1650148/,1650148,,
https://www.industriehof.com/en/catalogue/c1/c76/c2407/a51-12RMU-K-S/,51-12rmu-k-s,Köckerling,901215
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c1687/c4022/a1650HU/,1650hu,"Krone, Kuhn-Huard",
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2051/a101.3374421/,101.3374421,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd","71209026468, 71209026468, , 78400606, 3374421"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2051/a30.039/,30.039,"Kongskilde, Lemken, Dal-Bo, Amazone / BBG, Lemken Smaragd, Lemken Topas, Lemken Thorit","92737, DA797"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2051/a101.7022LL/,101.7022ll,"Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas, Lemken Thorit",", 78400360, 4653680, 4653680, 4653680"
https://www.industriehof.com/en/catalogue/c11/c181/c989/c994/a1640S.KV/,1640s.kv,"Kverneland, Vogel u. Noot","KK031941, 523729 / PK8.000.13"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2051/a101.3374420/,101.3374420,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd","71209026469, 71209026469, , 78400605, 3374420"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374421/,101.3374421,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd","71209026468, 71209026468, , 78400606, 3374421"
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c2817/c4013/a1660VLE/,1660vle,Lemken,3016147
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374425/,101.3374425,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd","71209026468, 71209026468, , XL033 / 78400624, 3374425"
https://www.industriehof.com/en/catalogue/c14/c200/c4130/a164540RK/,164540rk,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374399/,101.3374399,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026472, 71209026472, , XL017 / 78400304, 3374399, 3374399"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374398/,101.3374398,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026473, 71209026473, , XL016 / 78400303, 3374398, 3374398"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374395/,101.3374395,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026471, 71209026471, , XL015 / 78400601, 3374395, 3374395"
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c1688/c4017/a1650HU/,1650hu,"Krone, Kuhn-Huard",
https://www.industriehof.com/en/catalogue/c5/c135/c3589/a31-0997/,31-0997,"Maschio / Gaspardo, Forges de Niaux",G13825091R
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1655148/,1655148,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.86010/,101.86010,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026470, 71209026470, , XL018 / 78400604, 3374388, 3374388"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c1990/a101.86010/,101.86010,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026470, 71209026470, , XL018 / 78400604, 3374388, 3374388"
https://www.industriehof.com/en/catalogue/c11/c181/c982/c3996/a1025810/,1025810,", Rabe","608D1025PA, 608D1025PA"
https://www.industriehof.com/en/catalogue/c11/c1699/c4032/a121409318/,121409318,,
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c1687/c4022/a1660HU/,1660hu,"Krone, Kuhn-Huard",
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c1990/a101.3374392/,101.3374392,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026470, 71209026470, , XL031 / XL049, 3374392, 3374392"
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.3374392/,101.3374392,"Howard, Kongskilde, Lemken, Amazone / BBG, Lemken Smaragd, Lemken Topas","71209026470, 71209026470, , XL031 / XL049, 3374392, 3374392"
https://www.industriehof.com/en/catalogue/c14/c200/c4130/a16634RK/,16634rk,,
https://www.industriehof.com/en/catalogue/c11/c181/c989/c994/a1650S.KV/,1650s.kv,Kverneland,KK031951
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c1990/a101.4679106/,101.4679106,"Howard, Kongskilde, Lemken, Lemken Smaragd, Lemken Thorit","71209026465, 71209026465, , 4679106, 4679106"
https://www.industriehof.com/en/catalogue/c14/c200/c4130/a16545RK/,16545rk,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2381/a101.4679106/,101.4679106,"Howard, Kongskilde, Lemken, Lemken Smaragd, Lemken Thorit","71209026465, 71209026465, , 4679106, 4679106"
https://www.industriehof.com/en/catalogue/c11/c181/c981/c4010/a166588/,166588,,
https://www.industriehof.com/en/catalogue/c11/c1699/c4032/a12759318/,12759318,Rabe,931D1275PA
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c3653/a1285812/,1285812,"Dal-Bo, Farmet, Simba","75265, , P16848"
https://www.industriehof.com/en/catalogue/c11/c3655/a169096010VZ/,169096010vz,Dragone,18002651 / ND00004735000
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c1695/c2323/a1655KV/,1655kv,Kverneland,KK033256
https://www.industriehof.com/en/catalogue/c11/c1702/c4035/a103093310/,103093310,Lemken,3015004
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1665148/,1665148,,
https://www.industriehof.com/en/catalogue/c3/c104/c539/a63-841/,63-841,Agrimaster,1100816
https://www.industriehof.com/en/catalogue/c11/c181/c989/c991/a1655FR/,1655fr,Frost,50795
https://www.industriehof.com/en/catalogue/c4/c126/c3195/c3198/a148093112/,148093112,Bourgault,
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1660148/,1660148,,
https://www.industriehof.com/en/catalogue/c11/c1700/c4029/a167093110/,167093110,,
https://www.industriehof.com/en/catalogue/c4/c62/c1987/c2028/a101.IND-2104/,101.ind-2104,Väderstad,494539
https://www.industriehof.com/en/catalogue/c4/c2053/c2054/c2070/a166093110/,166093110,,
https://www.industriehof.com/en/catalogue/c12/c182/c3562/c3656/a53.0001/,53.0001,Goizin,010784
https://www.industriehof.com/en/catalogue/c3/c12/c466/a63-RM-932/,63-rm-932,Peruzzo,05030031
https://www.industriehof.com/en/catalogue/c12/c182/c3562/c3656/a53.0000/,53.0000,Goizin,010734
https://www.industriehof.com/en/catalogue/c4/c2053/c2054/c2069/a16609318/,16609318,"Rabe, Lemken","931D1660PA, 3013779"
https://www.industriehof.com/en/catalogue/c3/c1184/c2173/a63-ORS-09/,63-ors-09,"Bomford, Mc Connel, Noremat, Orsi","7390013, 7390013, 1.08.010"
https://www.industriehof.com/en/catalogue/c11/c181/c987/a166048F/,166048f,,
https://www.industriehof.com/en/catalogue/c11/c181/c1686/c1687/c4023/a2075HU/,2075hu,"Krone, Oeverum, Kuhn-Huard", 
https://www.industriehof.com/en/catalogue/c3/c1171/c1179/c2234/a63-9000/,63-9000,Mc Connel,05.281.04
https://www.industriehof.com/en/catalogue/c11/c181/c988/a1660SR/,1660sr,,
https://www.industriehof.com/en/catalogue/c12/c182/c3562/c3657/a35.0008/,35.0008,Grégoire Besson,173320
https://www.industriehof.com/en/catalogue/c12/c182/c3562/c3657/a35.0007/,35.0007,Grégoire Besson,173319
https://www.industriehof.com/en/catalogue/c14/c200/c4130/a16838RK/,16838rk,,
https://www.industriehof.com/en/catalogue/c4/c130/c1673/a101.DES-37/,101.des-37,SKH,331454
https://www.industriehof.com/en/catalogue/c14/c200/c4130/a16645RK/,16645rk,,
https://www.industriehof.com/en/catalogue/c3/c1171/c1179/c2234/a63-CON-91/,63-con-91,"Bomford, Mc Connel","0100206 - 9100207, 0100206 - 9100207"
https://www.industriehof.com/en/catalogue/c13/c82/c880/c887/a656-165/,656-165,,
https://www.industriehof.com/en/catalogue/c1/c1872/c4063/a51-12RMU-K-S/,51-12rmu-k-s,Köckerling,901215
https://www.industriehof.com/en/catalogue/c11/c1699/c4033/a16709318/,16709318,,
https://www.industriehof.com/en/catalogue/c11/c1699/c4033/a16659318/,16659318,Herder,9100.1602
https://www.industriehof.com/en/catalogue/c7/c149/c2110/c2149/a30-MU20-2/,30-mu20-2,Lemken,3030936
https://www.industriehof.com/en/catalogue/c11/c181/c987/a166548F/,166548f,,
https://www.industriehof.com/en/catalogue/c3/c12/c395/a63-RM-78/,63-rm-78,"Bomford, Mc Connel, Twose","7390276, 7390276, 7390276"
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1670148/,1670148,,
https://www.industriehof.com/en/catalogue/c4/c130/c1673/a101.WEA-01/,101.wea-01,Weaving,1315
https://www.industriehof.com/en/catalogue/c11/c181/c989/c994/a1665S.KV/,1665s.kv,Kverneland,KK031965
https://www.industriehof.com/en/catalogue/c4/c2053/c2054/c2069/a16659318/,16659318,Herder,9100.1602
https://www.industriehof.com/en/catalogue/c3/c1182/c1333/a63-1270-1/,63-1270-1,"Kverneland, Maletti, Maschio / Gaspardo, Epoke, Turner","MA0000149, MA0000149, F01020164R"
https://www.industriehof.com/en/catalogue/c7/c149/c2105/c3942/a70-111/,70-111,"Himel, Marmix, Storti, Gilioli, Italmix","3000471 - 3000655, 1000 0028, 16800065"
https://www.industriehof.com/en/catalogue/c3/c1184/c1209/a63-TUR-72/,63-tur-72,"Falc, Quivogne, Bomford, Agrimaster, Noremat, Nicolas, Lagarde, S.M.A., Ferri, Gilbers, Herder, Müthing, Rousseau, Turner, Votex","F 470301, CHA14730, 09.516.01, 3007088, 103075 / 1.45.03.200, 310.17.004, 3562, MT14.15, 0901154, , 9280.2006, MU000507, 5.556.12, , 45.03.200"
https://www.industriehof.com/en/catalogue/c3/c12/c395/a63-VOT-55/,63-vot-55,"Falc, Kuhn, Quivogne, Bomford, Noremat, Nicolas, Lagarde, S.M.A., Ferri, Gilbers, Herder, Rousseau, Turner, Votex","F 470307, A5434690 / A5424580, CTX20012, 09.527.01, 103074, 360.15.107, 3561, 12SMC100 / 12SMC96, 0901139, 802-051, 9572.2012, 5.254.47 / 5.254.52, , 45.03.190"
https://www.industriehof.com/en/catalogue/c11/c181/c979/c3994/a167548/,167548,,
https://www.industriehof.com/en/catalogue/c11/c181/c984/c3408/a1680148/,1680148,,
https://www.industriehof.com/en/catalogue/c3/c1182/c1208/a63-1684/,63-1684,"Bomford, Mc Connel, Twose","7314201 / 0141006, 7314201 / 0141006, T7943 / T7942"
https://www.industriehof.com/en/catalogue/c3/c12/c394/a63-RM-119/,63-rm-119,Berti,MP/0794
https://www.industriehof.com/en/catalogue/c11/c1700/c4029/a168093110/,168093110,"Strom, Bednar","KM000352, KM000352"
https://www.industriehof.com/en/catalogue/c8/c1783/c3064/a164093310V/,164093310v,,
https://www.industriehof.com/en/catalogue/c11/c181/c981/c4010/a167588/,167588,,
https://www.industriehof.com/en/catalogue/c3/c1171/c1179/c2234/a63-AGM-503/,63-agm-503,"Kverneland, Maschio / Gaspardo, Bomford, Agrimaster, Kubota","MA6300095Y, T21004045, 0528104, 3000182, MA6300095Y"
https://www.industriehof.com/en/catalogue/c4/c2053/c2054/c2069/a16709318/,16709318,,
https://www.industriehof.com/en/catalogue/c3/c12/c476/a63-UNI-29/,63-uni-29,"Noremat, S.M.A., Rousseau","XS12, MRT50, 5.254.60"
https://www.industriehof.com/en/catalogue/c11/c181/c987/a167048F/,167048f,,
https://www.industriehof.com/en/catalogue/c11/c1699/c4033/a16809318/,16809318,,
https://www.industriehof.com/en/catalogue/c7/c149/c2110/c2114/a70-1003/,70-1003,,
